tagging,cleaned_comments
1,hmmmi feeling bout u damn label wow
1,could jobless praise god despite much ya hate come least coming rather lol
1,ohhhh jeez suck hope get well
1,dont damn clue youre talking im better half
1,pussy
1,dangi need stop eatting cheese damn kraft
1,oh jeez mercifully forgotten fatman assholemanwhowillpisseveryonecompletelythefuckoff
1,sorry man hope stop as bleeding soon wow awkward thinking
1,hahaha look emopoor guy thats prefer drum
1,guess song represents bonos dark period fuck saving happy wealth
1,always respond use gay asking subject really fagolicious
1,hate nearly everything first two hp movie
1,george lucas guide sucking cock
1,yah try want cop damn static place making laptop jump fookin place augh
1,yah youd think id lose fat shovelin guess eating brownie im done negates something hah
1,cluedamn homie
1,damn break bread
1,damn dame lil magic need signing love boobie
1,man got garage hit stair damn fast lmao im like look nicca lol
1,seriously oh great giant american flag wtf supposed fuck send price right
1,always hated people bought practical thing like carpet knife set buy fucking dalmatian people
1,know damn well bos going leave early mouse away
1,bolt flew truck tire hit windshield cracked fuck
1,hate
1,im sure taunt awesome say im surprised took long get snow hate twitter
1,omg would shop as thats like zero long term goal
1,better shit as falafel box eat week im sure
1,thank shes big baby lol incredible dog hate think life without pain butt self
1,really depends situation get mad call old girl get freak
1,take ur as home
1,hahaemo lawn dig
1,loli disagreedick box got built funnier nowbut wasnt saw jiz pant rock
1,dudea whale remember
1,thing fuck
1,didnt imagine get away bitch climax scene parodied
1,could call nerd land charge ppl 2bits gander
1,yeah fucking predictive text
1,omg know everyone tell im twitter whore lol
1,yeah huge as rant im going die alone im going regret ever breaking
1,doll know im fucking feelingggggg thank god yourecoming weekend force fucker get
1,dont know pronounce sound like fucking jersey
1,fuck xmas give receive present whenever feeling presentyyyy lt3
1,yeah seemed fixed fail whale problem
1,hell yeah drunker betteris drunker wordmore drunk think drunk fuck show hood drunkener
1,fuck dont want pm even politician im tired getting anally raped without lube
1,seriously fucking soft country french wouldnt put shit
1,pissed im ready go mumbai fucking ass soft need start blowing shit
1,rofl got monkey would totally kick bruce lee as bow superior wisdom
1,wonder write kevin rudd cunt next 30
1,wont let u live anywhere without coming as want move
1,great p lady cunt serf right getting excited something
1,fuck yeah ryan ross il lyric way wbecketts tbh donut care make sense btw rolling stone fails
1,fuck u asshole aint even watchin game shyt slda goten closer cn c betrhow r cheerleader 4 ya
1,ud lyk suxd ur dickbt id kill rit b4 killed u
1,he goin dwnwe cld kick as n dominate
1,maybe sldnt cum mofo boxer n dance around he guna b jumpin around n junk fall
1,yeahwhat u called as clown lmaoi like uhhhh welllll hahahaah
1,ohhh hate snow day make later
1,woot 8 pound awesome yes 1 pound time need get as gear
1,damn dont harem lead shout kouhai would interesting resulting chaos
1,think thing note everyone emo phrase romance high school eventually blow
1,happened 93 also would accepted 2954 bitch
1,sure glad found something better listen would hate hear make news way
1,awesomelove hate itan atmospher changeis
1,top three tip 1 scan update 2 pay attention reply 3 set time limit suck day
1,find exact opposite true review book hate fifteen minute good book take hour
1,thats coolest damn thing yet put website yet pretty simple ap dont use huge pic
1,yeah teasing dad got new snow blower said much hate rain dont shovel get home snow
1,oh guy dark knight totally wearing guy liner he gay
1,fucking dumb annoying
1,damn u burn spaghetti
1,oh yikes hate willingly use toilet boy wont
1,say gubgivits teeth thingies stole blood every six month blood stealing suck
1,ferrell suck dick go yim
1,church also suck dick
1,seriously precious laugh every time think nate rocking shitty as band
1,may hate lot right please die
1,hahahahahahjdshgskdg hate much
1,job made feel like tool trying change consume thing fucking cv
1,holy fuck would make pasta something ridiculous
1,youre going spend much fucking pizza least go mellow mushroom somewhere disgusting
1,frankly im shocked use coal around hello hydro anyone there fucking ocean right
1,work glorous sat crazy as shopper
1,happens run word gay word
1,fucking epic
1,nominate shorty award entertainment he emo
1,admit youre secretly training rsa see cigar redbull whoopass nice
1,lol yeah coulda told cuz im big fucking dorkass movie wel well know actually dream
1,meeting friend lunchcoffee getting hair cut although hate bit work evening
1,yeabrang yo as son ill essence againstaying w thanxxxxxx sony woop woop n da poop poop
1,hate wedding u shud grateful male worrying u got wear
1,dick whittingtons lolcat doin cap lolspeak sorry fer confyushion twitpanto
1,dick whittingtons lolcat nice space trousrs bos twitpanto
1,twin weve watching one guy suck hammer
1,peta as article big time
1,canadian always make think shut fucking face uncle fucker
1,oh case wtf thats ugly as shit
1,midget wa hookhand hangin collar im fucking dead bury dead dead
1,hate people sometimestoday one usual day
1,yes thing big enough as plus another half like parent couch
1,well shit know ill catch fuck wouldnt interested say lol
1,lmfao hurry get fucking lyric
1,ill settle bitch real quick
1,work cape cod fuck early argh stupid cousin brother
1,damn twitpic shizzle
1,exactly damn cop disagree though
1,dont hate ur life _
1,dont hate
1,hate ism much next guy shoe fit
1,oh conservation mean good point admire many socialist hate ideal socialism brings
1,tell loser tudds turn fucking phone
1,whoever created chocolate pecan pie thank thank big fat as
1,hate sprint try jogging stop eggnog
1,cont must rt every little thing someone say damn feel sorry friend
1,rt go fuck stay fucl life hopefully youll die horrendous death watch
1,realize comment parent dying come tad insensitive like suck comment
1,wont die queen civilized queen hell there starbucks mcdonalds damn near every corner fun
1,work hate
1,heyve proved fucking irrelevant making go read
1,sometimes hate contagious u culture
1,eye followng creepy damn creepy smile make worse
1,cock flavored seasoning wtf
1,depends dealing pain slut
1,youre going find woman tease make cum silently work
1,exactly poor kid damn thing watching weird video youtube argh
1,shes probably saying kind phony shit giggling like shes 13 year old god hate
1,make sick think shes cool youthful cuz watch show phony bitch
1,lol fat niggaz unite fatron hahahaha
1,let gay together
1,new fucking general world thats
1,hahah word set fucking hezay
1,damn straight
1,well mine double flared fucking homo bitch cunt get aggrivation
1,hate
1,kurt youre watched tv station central ohio as 1 already lol im cooler
1,jtp douchebag b stewart kick as
1,cunt wait u start shitting gift sent jew
1,dick suck moment lol happy new year
1,wpmu go fuck
1,go denying stuff maury clear tv w aint yo daddy test as suspect
1,week fuck
1,ur mom last night naww dont like old fat white bitch 58390
1,damn got bwnt headed tonight
1,frickin turnover dang flag sd gon na beat as denver going blow 3 game lead dont deserve win
1,meant boo whore
1,whore lol
1,yep im real as everybody know
1,wowso bought whats fashionable atgay biker bar congrats
1,yeah u asian as embrace
1,laugh come chimney say whore whore whore shake like bowl full jelly
1,would fancy jeffs resident bitch pet take walk stuff straighten hair
1,clearly said would fuck anyone
1,lol ur bitch ive done honduran chilean dont need closet gay peruvian dressing better
1,2008 damn whatd miss quit keeping track year buffy went air
1,thats hate oooops dont go way destroy whole story maybe ill refuse say anything
1,damn cat snuck aidans crib 1st time woke screaming went squeezing kicking tummy
1,cont say whole sheet cost 840 buy one get fuck way
1,yes remember trying keep lash award year never fucking wearing damn thing
1,called gay lmao
1,isnt hate survival eagle stompin giant alone wont get u playoff cowgurls got ta lose
1,lox fk keep thoro prodigy run fat joe come thru style nore broken language smooth
1,sir as
1,never really thought nearly always eat bigass plate spaghetti watch goodfellas christmas eve
1,kidding quick forget prenup get lojack implanted new wife instead think he as
1,thats weird hate second time see first time ok get old quick
1,sandman punk as ho
1,call whiskey dick
1,lol rhyming gay know
1,im glad someone teaching 3yearold slap dat as
1,yeah zro rly emo city
1,make fun looking as
1,second hate bank
1,bust as stage gain fan got ta love
1,acting colfax chick agent 100 follower make sure get as tweet everyone
1,fail whale shown twitter went whale lifted bird
1,dont hate hard hasnt warm lately
1,fuck right
1,omg mood crock pot as
1,ooh im sorry non celibate as mourns ur celibacy sorry demise condolence
1,damn kidcondolences homie
1,never took sore least player getting kicked goolies loser lol
1,take real scumbag steal community whoever stole foosball table bet fuck
1,come serverhugger moniker wiseass
1,pain as cause twitch telling ya
1,horrified mum squlor hasnt gone long enough im chine pig riding till end 2008
1,big as past weekend went well 2 last minute maul weekend
1,need sort as whoopin
1,im crippled gym laying stomach fat kid landed upright foot hurt like mofo
1,im gay aw miss bonez hope he prison
1,man action great work daniel dont forget record fat loss seminar
1,really think named kind suck
1,thought emos dont squeeee thought moan
1,18 fuckin child damn
1,given one extra ticket coworker henceforth as stay
1,im sick bitch he wrecked enough life want gone
1,still hate
1,suck
1,yeah cuz show wack as arsenio sport type shit need jim rome type setting
1,racial comment going bitch
1,momdad hate monroe
1,yeah dat bitch stabbed eye trying hit snooze buttone morning
1,damn danica know bk went hard shiitwe evoke tear lol
